ID;CREDPAY;MEST;CHLICO;DOXODSN;DENRAS
152730;0;1;2;89706,4;82206,4
152731;0;1;1;61782,5;59282,5
152769;0;1;4;109802,1;119802,1
152825;0;1;1;38592,17;38592,17
152830;0;1;3;91338;91338
152847;0;1;2;48824,21;48824,21
152876;0;1;2;50985,25;50985,25
151740;41000;2;2;188081,5;146581,5
151741;0;2;1;73072,5;69972,5
151742;0;2;3;132697,6;119697,6
151743;9480;2;2;128199,5;113919,5
151744;33000;2;4;170946;133746
151745;36000;2;1;109696,5;70696,5
151746;54000;2;2;176310,5;121410,5
151747;0;2;2;35912,4;33412,4
151748;4800;2;1;45847,35;38547,35
151758;11400;2;1;49565,5;37315,5
151759;48000;2;5;256770,5;190770,5
151760;0;2;1;114811;122311
151761;0;2;2;214706,67;212206,67
151762;31500;2;3;89860;55860
151763;0;2;2;57483,5;57483,5
151764;0;2;3;126499;126499
151765;0;2;2;117619,9;117619,9
151766;0;2;2;53465,63;53465,63
151767;0;2;2;93320,5;75820,5
151768;0;2;3;147632;112632
151769;0;2;4;162217;134717
151770;0;2;2;63185,5;60685,5
151771;0;2;2;104766,55;102266,55
151772;0;2;1;77529,75;74529,75
151793;0;2;2;104088,92;100588,92
151875;0;2;1;27936,42;25436,42
151876;0;2;2;44608,52;42108,52
151877;0;2;1;62863,56;62863,56
151878;0;2;3;60462;60462
151879;0;2;2;50065,18;50065,18
151880;0;2;2;70463,35;70463,35
151882;0;2;1;41784,5;33484,5
151884;0;2;2;116715;116712
151885;0;2;3;179515,5;157015,5
151886;0;2;2;59858;42358
151887;0;2;2;63577;41077
151888;0;2;1;70984;53484
151930;3135;2;4;154040;143105
151931;9000;2;3;139451;129251
151932;6000;2;1;67680,05;59180,05
151936;0;2;2;80532,5;80532,5
151937;0;2;5;89203,32;89203,32
151939;0;2;4;95248;82748
151940;0;2;2;193320,5;158320,5
151941;0;2;1;57313;54813
151942;0;2;2;47479,05;42479,05
151943;0;2;2;93679;85679
151944;0;2;1;69701,1;66701,1
151946;0;2;3;84379,75;81879,75
151948;0;2;4;128528,5;126028,5
151949;30000;2;6;125649,5;93149,5
151950;0;2;1;45238,8;43238,8
151951;0;2;2;54862,7;51862,7
151960;0;2;1;122206,21;120206,21
151962;0;2;2;76665,44;74165,44
151963;0;2;2;31641;31641
151964;0;2;3;48424,68;48424,68
151967;0;2;2;120056;85056
151968;0;2;3;96619;94119
151969;0;2;3;66271,5;63771,5
151970;0;2;4;80914;78414
151971;0;2;2;85114,5;82614,5
151973;0;2;2;51571,5;49071,5
151986;0;2;1;65733,65;59733,65
151987;0;2;2;78757,08;72757,08
151988;0;2;2;65869,1;57869,1
151989;0;2;3;80336,3;75336,3
152038;0;2;2;60952;58452
152039;27000;2;2;96675,04;67175,04
152040;0;2;1;41616,5;41616,5
152041;0;2;2;75446;75446
152042;0;2;1;33722;33722
152043;0;2;4;127366,34;127366,34
152044;0;2;2;70497;70497
152045;0;2;1;41895,5;33395,5
152067;0;2;1;41968,5;33668,5
152068;0;2;1;71838;54338
152070;0;2;2;60253,5;57753,5
152071;0;2;2;130013,5;127513,5
152072;0;2;1;43175,7;40175,7
152073;0;2;1;36059,49;34559,49
152120;0;2;1;89092,5;86392,5
152121;45000;2;2;132876,5;85676,5
152122;10800;2;1;92363,5;79763,5
152123;7800;2;2;121475;111675
152125;6000;2;2;43237;34737
152126;0;2;3;76296,5;68796,5
152127;0;2;1;36324,5;33824,5
152128;0;2;4;72448,89;72448,89
152129;0;2;1;47774,5;47774,5
152130;0;2;1;35433,5;35433,5
152132;0;2;2;77162,45;77162,45
152136;0;2;2;127479;109979
152137;0;2;1;49427;40227
152138;54000;2;4;160319,5;103819,5
152141;0;2;2;64755;62255
152142;0;2;3;72800;70300
152143;0;2;2;71873,15;68873,15
152144;0;2;1;87159,96;84159,96
152145;0;2;3;86887,45;83887,45
152146;0;2;2;58663,1;55663,1
152147;0;2;3;62037,7;60537,7
152170;0;2;1;91878;74378
152216;0;2;1;32618;30118
152283;0;2;1;80590,5;75090,5
152290;0;2;4;83594,5;81094,5
152291;0;2;2;60860,09;58360,09
152292;0;2;2;69051;66551
152304;0;2;2;82743;47743
152306;0;2;1;54732,5;42232,5
152307;0;2;2;97245,5;69745,5
152308;0;2;3;76208;76207
152313;0;2;3;61259,6;59759,6
152314;0;2;1;37884,8;35884,8
152317;0;2;1;36691,45;35691,45
152358;0;2;1;63834,74;60134,74
152359;2298;2;2;129761;125463
152360;0;2;2;85446,76;82946,76
152364;0;2;1;44937,9;44937,9
152374;0;2;1;45216;42716
152375;0;2;3;100646;98146
152380;0;2;2;36440,7;35940,7
152447;0;2;1;77589;75789
152450;13500;2;2;80360;64360
152451;0;2;2;70234,5;67734,5
152452;0;2;2;59144,3;59144,3
152479;0;2;2;92995;90495
152520;0;2;2;80307;76807
152521;0;2;1;55858,5;52758,5
152523;0;2;1;35820,64;28320,64
152524;0;2;1;47920;45420
152525;0;2;1;70307,95;67807,95
152529;0;2;1;62414,75;62414,75
152536;0;2;1;60197;57697
152538;0;2;1;37967,75;35967,75
152620;0;2;1;26250,17;23750,17
152628;0;2;1;55692,5;54092,5
152643;0;2;2;84101,5;106601,5
152671;4000;2;2;45357,75;38857,75
152673;0;2;1;45269,61;42769,61
152725;0;2;3;124890;97390
152727;0;2;1;79924,5;57424,5
152802;0;2;2;39511,35;38011,35
152812;0;2;1;38710,9;35710,9
152856;0;2;2;50384,5;42884,5
152902;0;2;4;75697,11;73197,11
152916;0;2;2;81595,45;79095,45
152918;0;2;1;41716,1;38716,1
152943;6000;2;4;148272;139272
153420;0;2;4;94025,25;94025,25
171737;0;1;3;190841,85;187841,85
171738;15000;1;2;129822,03;69822,03
171739;0;1;1;124587;121587
171740;15000;1;1;173320,5;172320,5
171741;0;1;1;62042,48;37042,48
171742;0;1;2;168936,19;166936,19
171743;0;1;2;106022;92022
171744;0;1;1;72045,5;77045,5
171745;49217;1;2;276167,12;206950,12
171746;0;1;1;40525,37;25525,37
171747;0;1;1;40645,74;28145,74
171748;0;1;2;99725,12;83225,12
171749;0;1;3;224978,62;165478,62
171750;0;1;2;101773,12;83473,12
171751;0;1;2;160338,02;97738,02
171752;0;1;2;66930,5;72430,5
171753;188000;1;2;369226,2;176226,2
171754;78000;1;4;254586,75;173586,75
171755;0;1;1;32077,75;31077,75
171756;0;1;1;105803,95;133803,95
171757;0;1;2;145555,91;105555,91
171758;0;1;1;83372;57372
171759;0;1;1;45680,5;42680,5
171760;0;1;1;69517,5;44517,5
171761;0;1;2;75357,51;74957,51
171762;0;1;1;68917,61;65217,61
171763;0;1;3;129928,59;111928,59
171764;0;1;4;148099,47;140899,47
171765;0;1;1;57293,14;51693,14
171766;0;1;2;79957,34;74957,34
171767;3000;1;1;104684,39;68684,39
171768;0;1;1;60817,24;42817,24
171769;0;1;1;56748;53748
171770;0;1;1;31334,5;24334,5
171771;0;1;1;46445,75;54445,75
171772;0;1;1;49246,74;56246,74
171773;0;1;2;74973,24;70973,24
171774;0;1;1;39249,14;38249,14
171775;0;1;2;245197,3;235197,3
171776;12000;1;1;57439,99;38439,99
171777;63400;1;3;146255,71;77855,71
171778;0;1;1;52195,73;52195,73
171779;0;1;2;88153,83;83153,83
171780;0;1;1;89013,62;81013,62
171781;0;1;2;72053;69053
171782;0;1;2;160002,5;140002,5
171783;0;1;2;145460,41;65460,41
171784;0;1;4;269097,48;214097,48
171785;0;1;1;45081,07;44081,07
171802;30000;1;3;170557,87;113057,87
171803;0;1;4;71445,79;51445,79
171804;0;1;2;293818,3;352818,3
171805;0;1;2;171584,81;203584,81
171807;0;1;1;48391,26;44391,26
171808;0;1;1;120766,29;119766,29
171810;0;1;1;91264,93;87264,93
171811;29680;1;4;215402,04;180722,04
171813;0;1;1;126370,13;90370,13
171814;0;1;1;67705,19;65205,19
171815;0;1;2;98034,29;81234,29
171816;0;1;1;77484,55;75484,55
171817;18000;1;4;171347,25;165347,25
171818;0;1;1;43572,3;40572,3
171819;0;1;4;136897,32;106897,32
171820;0;1;2;150076,5;52076,5
171821;0;1;2;190243,5;159243,5
171822;0;1;2;118649,5;88649,5
171824;0;1;1;53100,5;49100,5
171825;0;1;3;123973;122473
171826;0;1;2;101767;68767
171827;0;1;2;89841,15;84841,15
171828;0;1;3;132403,2;111903,2
171830;0;1;1;50696,78;46196,78
171831;0;1;2;84867,6;83667,6
171832;0;1;2;84454,46;83904,46
171833;0;1;2;80476,07;70476,07
171834;0;1;2;114353,7;99353,7
171835;0;1;2;70243,41;66243,41
171836;100515;1;4;358737,96;221222,96
171837;0;1;2;92669;62669
171838;0;1;1;65123,5;60123,5
171840;0;1;1;105724,3;78724,3
171842;0;1;3;173353,8;143353,8
171843;27740;1;2;129017,19;110277,19
171844;15000;1;4;56948,23;39948,23
171846;60000;1;4;322249,88;212249,88
171847;0;1;1;47536,53;45536,53
171848;0;1;1;53053,06;50553,06
171850;0;1;2;68792,1;68792,1
171851;0;1;1;59166;57966
171852;0;1;1;73562,5;67562,5
171853;0;1;2;102211,5;98211,5
171854;0;1;2;99584,5;89584,5
171855;0;1;2;111158;101158
171856;0;1;1;130746,01;110746,01
171858;0;1;2;79808,3;64808,3
171859;0;1;1;144035,61;143035,61
171860;0;1;1;114917,11;85917,11
171861;0;1;2;210082,43;127082,43
171862;0;1;1;54475,99;49475,99
171883;0;1;2;94832,9;86832,9
171884;0;1;1;146083,5;96083,5
171885;0;1;1;43753,98;43153,98
171886;0;1;4;159117,77;149117,77
171887;0;1;1;36162,14;33162,14
171888;11700;1;1;70635,23;56935,23
171890;0;1;1;49376,5;44376,5
171891;41400;1;4;214625,18;168225,18
171892;0;1;2;83082,69;81082,69
171893;0;1;1;63865,05;59865,05
171894;0;1;2;94333;90333
171895;0;1;2;90274,5;82274,5
171896;0;1;1;48869;44869
171897;0;1;1;65147,5;61147,5
171898;0;1;1;100492,85;90492,85
171899;0;1;1;80293,5;70293,5
171901;0;1;2;126637,55;121637,55
171902;0;1;2;179208,51;59208,51
171903;0;1;2;152329,84;80329,84
171904;0;1;2;91493,57;82493,57
171920;0;1;3;178452,75;117452,75
171921;0;1;1;58411,95;57411,95
171922;0;1;2;182882,8;149882,8
171923;0;1;1;54855,19;40855,19
171924;0;1;1;38882,38;37182,38
171925;0;1;1;67254,57;59754,57
171928;0;1;3;149165,65;133165,65
171929;0;1;2;104073,08;80373,08
171930;0;1;1;70654,93;67854,93
171932;0;1;1;80416,02;45416,02
171934;0;1;3;105768,6;102768,6
171935;0;1;1;56655,25;48655,25
171936;0;1;2;58094,5;54094,5
171937;0;1;1;89804,75;84804,75
171938;0;1;1;64073;56073
171939;20400;1;1;89628,55;64228,55
171941;0;1;1;37090,99;57090,99
171942;12000;1;1;148040,35;606040,35
171954;0;1;1;26412,5;23412,5
171955;0;1;1;59231,58;58231,58
171956;0;1;2;70655,68;56655,68
171957;0;1;2;116585,48;82585,48
171958;0;1;1;98038,05;88038,05
171959;15000;1;1;255541,31;70541,31
171960;0;1;1;83167;68167
171961;0;1;1;83877,5;73877,5
171962;0;1;2;83003,5;81003,5
171963;0;1;2;158612,5;128612,5
171964;0;1;2;78177;53177
171965;0;1;1;66907,5;64907,5
171966;0;1;5;119663,85;116663,85
171967;0;1;2;172960,35;168960,35
171968;0;1;2;83497,82;82997,82
171969;0;1;3;71790,18;66790,18
171970;0;1;1;30926,45;29926,45
171971;0;1;4;153280,15;143280,15
171972;0;1;2;79300,47;76300,47
171973;0;1;5;200861,07;165861,07
171974;0;1;1;84630,44;81630,44
171975;0;1;3;147928,5;117928,5
171977;0;1;2;182022,5;117022,5
171978;0;1;1;44063;35563
171979;0;1;1;73066,5;66066,5
171980;0;1;1;63665,76;59465,76
171981;0;1;1;57176,46;56376,46
171984;0;1;1;54379,01;55879,01
171985;0;1;2;84038,16;83038,16
171986;0;1;4;170571,95;130571,95
171987;0;1;1;57069,5;47069,5
171988;0;1;1;38858,23;38258,23
171989;0;1;4;87066,27;85066,27
171990;43000;1;3;88448;44448
171991;0;1;1;79884,16;75884,16
171992;0;1;1;53547,09;50547,09
171993;0;1;3;83265,22;73265,22
171994;0;1;3;140398,56;100398,56
171995;0;1;2;63924,5;60924,5
171996;0;1;2;105090,53;75090,53
171997;0;1;3;321604,09;478604,09
171998;0;1;1;79875,15;72875,15
171999;0;1;2;142294,89;116294,89
172011;0;1;1;98766,5;97766,5
172014;0;1;2;131512,3;101512,3
172015;51000;1;1;145271;89271
172016;0;1;2;182495,53;155495,53
172017;0;1;4;122995,48;97995,48
172018;0;1;3;112969,29;77969,29
172019;0;1;3;147752,87;134752,87
172020;0;1;1;126169,81;108169,81
172021;0;1;2;59688,59;56688,59
172022;0;1;2;140481;121881
172024;0;1;1;126445,03;154045,03
172025;0;1;2;66400,54;65300,54
172027;0;1;2;103976,35;100976,35
172029;0;1;1;34077,3;29077,3
172030;0;1;1;130404,75;165404,75
172034;0;1;1;58872,5;40872,5
172035;0;1;1;52013,73;51913,73
172036;0;1;1;56157,13;52357,13
172038;0;1;2;103913,1;88913,1
172039;0;1;1;68402,94;53402,94
172041;0;1;1;60522,57;57022,57
172042;0;1;1;50752,65;45752,65
172044;0;1;3;234165,44;114165,44
172045;0;1;1;81276;71276
172047;0;1;3;140517,5;120517,5
172048;0;1;1;69185,5;54185,5
172049;0;1;2;128287,37;114287,37
172053;0;1;2;88244,7;85244,7
172054;0;1;1;72366;49866
172055;56000;1;3;289588,45;166088,45
172056;0;1;3;150709;75709
172058;0;1;2;75098,2;74098,2
172059;0;1;1;84631;83631
172060;0;1;4;149685,5;160685,5
172061;39567,94;1;2;262114,01;221546,07
172062;0;1;4;186132,8;151132,8
172063;0;1;3;236015,14;264015,14
172064;0;1;2;262479,89;117479,89
172065;0;1;2;113499;89499
172066;83589;1;4;302685,97;193096,97
172069;0;1;1;79482,86;29482,86
172070;15300;1;1;70405,56;48105,56
172075;0;1;1;95572,48;90572,48
172077;0;1;2;86362,35;74662,35
172078;0;1;2;102029,61;62029,61
172080;0;1;3;197432,5;152432,5
172082;0;1;3;158318;152318
172083;7600;1;3;231798,05;270198,05
172084;0;1;1;62757,7;66757,7
172085;0;1;1;237836,14;232836,14
172086;0;1;1;136247,5;111247,5
172088;0;1;2;111759,8;71759,8
172089;6659,62;1;3;155927,68;148268,06
172090;12392,52;1;2;215926,22;141533,7
172091;0;1;1;62605,39;42605,39
172092;0;1;3;214239,78;172239,78
172093;0;1;2;253625,9;143625,9
172094;0;1;4;125510,74;111010,74
172095;0;1;3;89089,4;87489,4
172096;0;1;1;78724,55;78624,55
172098;48000;1;1;141953,8;141953,8
172100;4500;1;2;94586,2;88086,2
172101;0;1;2;52818,65;47818,65
172102;0;1;1;54783,7;34783,7
172103;0;1;2;84182,5;79182,5
172104;0;1;3;153186,5;125186,5
172105;0;1;3;162606,5;90606,5
172106;0;1;3;112420,5;110420,5
172107;0;1;1;53656,5;47056,5
172110;0;1;1;40903,88;37903,88
172112;0;1;4;115726,6;98526,6
172115;0;1;2;125647,79;115647,79
172117;0;1;2;118696,9;152696,9
172118;0;1;2;159781,46;142781,46
172119;0;1;1;84521;74521
172121;0;1;2;125074,5;110074,5
172125;0;1;1;95824,5;90824,5
172126;0;1;2;118724;98724
172127;0;1;1;65887;45887
172128;62500;1;2;184582,55;102082,55
172130;0;1;1;51208,19;56208,19
172131;0;1;1;43981,45;41981,45
172134;0;1;2;77756,77;72756,77
172135;30895;1;1;108488,67;72593,67
172136;0;1;1;44152,69;39152,69
172137;0;1;2;84059;77059
172138;64600;1;4;444436,5;1629836,5
172139;0;1;3;98143,08;94143,08
172140;0;1;1;63487,82;61487,82
172141;0;1;2;83628;80628
172142;0;1;2;131297,3;123297,3
172144;0;1;2;129426;119426
172163;0;1;2;156683;155683
172164;0;1;1;104213,35;84213,35
172168;0;1;2;106207,74;71207,74
172178;0;1;2;66525,5;57125,5
172184;0;1;2;160492,5;130492,5
172186;0;1;2;90784,5;75784,5
172187;0;1;3;213240,5;188240,5
172189;0;1;1;56399,82;51399,82
172195;0;1;1;43674,49;42374,49
172196;0;1;1;61456,52;54456,52
172197;0;1;2;94354,3;94354,3
172198;0;1;2;114490;111490
172199;0;1;2;230252,24;229252,24
172202;0;1;2;104602,21;72602,21
172203;0;1;2;159947,5;126947,5
172204;0;1;2;59341,76;58341,76
172206;0;1;4;180735,75;160122,75
172209;0;1;2;89339,35;78439,35
172213;0;1;3;66487,8;63987,8
172214;9000;1;5;195091,01;177091,01
172218;0;1;1;42542;41042
172221;0;1;3;98057,2;91057,2
172227;0;1;1;60616,25;54616,25
172258;0;1;3;95851,58;87851,58
172261;2500;1;1;82690,25;57690,25
172263;0;1;3;234931,27;143931,27
172267;0;1;1;42212,84;32912,84
172270;0;1;1;66319,73;45319,73
172275;0;1;1;64687,29;60187,29
172276;0;1;3;134974,54;103974,54
172279;0;1;1;56447,1;36447,1
172280;0;1;1;55958,5;104958,5
172281;0;1;1;50132,5;47132,5
172282;12600;1;2;165758,5;115158,5
172283;0;1;1;76648,5;88148,5
172284;0;1;2;49549,24;49049,24
172285;0;1;1;70226,18;63726,18
172289;0;1;2;100840,95;99340,95
172292;0;1;2;83024,5;58024,5
172295;0;1;1;49134,19;46134,19
172298;48000;1;2;179760,26;121760,26
172301;0;1;1;20917,49;19917,49
172304;0;1;4;159033,67;159033,67
172306;0;1;2;77772,85;71772,85
172308;0;1;1;91620,5;106620,5
172311;0;1;1;75631,77;74631,77
172312;0;1;3;282141,31;187141,31
172313;0;1;2;140366,59;103366,59
172329;0;1;2;305766,5;137851,5
172330;0;1;2;161345,88;73345,88
172331;0;1;1;87850,12;84850,12
172332;0;1;5;460916,92;310916,92
172335;0;1;1;67739,66;48739,66
172337;0;1;1;72923,33;72523,33
172341;0;1;2;183667,75;168667,75
172345;0;1;1;54622,06;53622,06
172346;0;1;1;53721;51121
172351;0;1;1;77485,86;54485,86
172357;0;1;1;40867,91;47867,91
172361;0;1;1;57871,4;67371,4
172362;0;1;3;167094,17;79594,17
172373;0;1;1;62608;58608
172392;610;1;1;108085,63;106975,63
172393;0;1;1;37469,24;34469,24
172394;0;1;3;148425,7;143425,7
172396;0;1;2;68192,73;65192,73
172397;0;1;1;45516,51;41516,51
172398;0;1;4;187841,48;112841,48
172403;0;1;2;126292,85;121292,85
172406;0;1;1;85083,18;84083,18
172410;0;1;1;54891,65;53891,65
172411;0;1;1;48372,68;68372,68
172424;0;1;2;160358;105358
172430;0;1;2;199094,43;169094,43
172432;0;1;2;151222,31;86222,31
172434;0;1;2;169060,54;164060,54
172441;0;1;1;151531,8;93531,8
172446;4000;1;2;96914,59;90914,59
172448;15000;1;2;106368,27;72368,27
172450;0;1;1;68810;61810
172451;0;1;3;114253,6;105253,6
172454;0;1;4;503940,91;391440,91
172455;0;1;2;178538,06;133538,06
172456;0;1;4;156780,1;152780,1
172457;0;1;2;107132,6;92132,6
172458;7500;1;3;304085;176585
172460;0;1;1;103901,5;89482,5
172464;0;1;4;220962,97;150962,97
172466;34800;1;2;233584,61;186784,61
172468;0;1;2;75432,67;71432,67
172469;6576;1;2;143059,26;120483,26
172473;35700;1;4;126234;89034
172481;0;1;1;58719,68;48719,68
172484;0;1;1;47605,32;35605,32
172485;0;1;1;91282;79282
172488;0;1;1;99999,5;79999,5
172492;0;1;4;170835,95;130835,95
172495;21500;1;2;90855,25;68855,25
172500;0;1;3;189231,1;119231,1
172501;0;1;2;89414,2;68414,2
172502;0;1;3;128287,53;116487,53
172505;0;1;2;105374,97;63474,97
172506;0;1;2;101523,93;81523,93
172508;0;1;3;108063,57;95663,57
172509;0;1;1;58834,36;57834,36
172514;0;1;2;105765,56;95765,56
172515;0;1;1;111472,5;101472,5
172516;0;1;2;87297,5;86297,5
172517;0;1;2;59137;57137
172518;0;1;1;54078,47;53278,47
172533;33000;1;3;337086,53;245086,53
172535;0;1;3;80327,29;68327,29
172539;53265,16;1;2;215158,8;136893,64
172540;0;1;1;61825;65825
172541;0;1;3;150907;130907
172542;0;1;1;79030,5;74030,5
172544;0;1;1;46696,69;46396,69
172548;0;1;1;57243,46;47243,46
172550;0;1;1;36923,89;34923,89
172556;0;1;1;55194,78;50194,78
172558;0;1;3;126854,02;84854,02
172559;0;1;3;113686,08;83686,08
172564;0;1;1;68038,5;104038,5
172566;0;1;3;107498;102498
172571;0;1;3;313212,9;283212,9
172574;0;1;1;43647,53;23647,53
172576;0;1;2;147557,05;152557,05
172580;0;1;2;131259,29;130259,29
172584;40000;1;3;180433,05;174433,05
172588;0;1;3;111106,57;85106,57
172609;0;1;2;107812,88;86812,88
172615;0;1;2;110812,03;83812,03
172617;8925;1;4;164036,78;150111,78
172619;0;1;2;92651,5;62651,5
172644;63000;1;3;237088,5;188088,5
172645;0;1;4;247714,52;164714,52
172648;0;1;3;178560;176560
172650;0;1;1;34767,21;30767,21
172651;0;1;2;63207,31;40207,31
172663;0;1;3;125658,57;120658,57
172668;0;1;2;114964;78964
172673;0;1;2;121359;86359
172687;0;1;4;136514,16;132014,16
172692;0;1;4;122888,52;117888,52
172693;26000;1;3;115830,09;87830,09
172702;0;1;2;140901,94;115901,94
172724;0;1;1;85393,4;140093,4
172726;0;1;1;50671,83;39671,83
172730;36000;1;3;171447,77;130447,77
172732;0;1;1;32807,07;20807,07
172734;0;1;4;175021,59;174821,59
172736;0;1;1;62221,91;50221,91
172747;0;1;2;154563;99563
172751;0;1;1;84713,37;62713,37
172752;0;1;2;451824,66;209824,66
172772;0;1;2;131469,03;101469,03
172774;0;1;2;179657,64;129657,64
172776;0;1;3;118014,9;106014,9
172836;0;1;2;89478,11;74478,11
172846;0;1;1;51782,5;48782,5
172866;88615,63;1;4;325472,04;156856,41
172868;0;1;3;132149,5;87149,5
172880;30000;1;3;108624,6;76624,6
172921;0;1;3;256014,65;254014,65
172932;0;1;1;58112,47;56912,47
172970;0;1;2;164209,6;134209,6
172985;0;1;1;118449,35;73449,35
172995;25800;1;3;212841,69;105041,69
173007;0;1;1;92274,05;91274,05
173056;0;1;2;122597,9;97597,9
173063;0;1;1;83447;53447
173142;48000;1;3;200191;142191
173145;0;1;1;78454,75;89454,75
173155;0;1;3;103886,56;91386,56
173166;0;1;2;141922;109922
173170;0;1;3;114406,56;111406,56
173172;0;1;3;128662,94;111662,94
171786;0;2;1;64935,5;62435,5
171787;0;2;3;153706,75;146206,75
171788;0;2;2;74194,65;71694,65
171789;0;2;3;110597,1;93097,1
171790;0;2;1;44613,45;43113,45
171791;0;2;3;96153,28;96653,28
171792;0;2;1;50439,05;52939,05
171793;0;2;2;104731,24;81731,24
171794;0;2;1;67233,06;40433,06
171795;0;2;2;84981,05;77681,05
171796;0;2;4;144553,37;122553,37
171797;0;2;3;113340,64;108840,64
171798;0;2;1;45319,5;42819,5
171799;0;2;4;86858;84858
171800;0;2;2;122279;112279
171801;0;2;1;122846;120346
171863;0;2;1;66091,3;63591,3
171864;0;2;2;34434,05;34434,05
171866;0;2;3;67527,05;65027,05
171867;0;2;2;166226;148726
171868;0;2;2;113376,33;123376,33
171869;0;2;3;83935,15;84935,15
171870;0;2;1;110614,18;119614,18
171871;30000;2;1;71028,05;37528,05
171872;0;2;1;66684;70684
171873;0;2;2;79753,15;74753,15
171876;0;2;2;165049,22;100049,22
171878;0;2;2;183279,1;121979,1
171879;45000;2;4;158210,5;103210,5
171880;7500;2;2;79959,5;67459,5
171881;9000;2;3;150786,5;141786,5
171882;0;2;2;84306;76806
171907;0;2;4;144798,15;142298,15
171908;0;2;4;145323,5;127823,5
171909;0;2;2;99630,45;92130,45
171910;0;2;1;35126;32626
171912;0;2;1;34230,58;32230,58
171914;0;2;1;92988,97;90888,97
171915;0;2;2;116644,64;55344,64
171944;0;2;1;39125,35;36625,35
171946;0;2;1;59780,05;62780,05
171948;0;2;1;47723,1;42523,1
171949;0;2;2;139278,92;107378,92
171951;20000;2;2;139218,5;117218,5
171952;0;2;2;90084,5;75084,5
171953;0;2;3;116418;106418
172000;0;2;4;149249,6;136749,6
172001;0;2;1;34685,85;34685,85
172002;0;2;1;45639,6;43539,6
172003;0;2;3;98385,15;78385,15
172005;0;2;2;221245,66;136245,66
172006;0;2;1;96678,94;60178,94
172008;0;2;5;121225;101225
172009;0;2;1;59133;52133
172154;0;2;2;40957,75;45057,75
172155;0;2;2;151121,84;101121,84
172157;0;2;1;51760,05;37960,05
172159;0;2;1;36274,5;26274,5
172160;0;2;1;43119,5;40622,5
172161;0;2;1;51403;38903
172162;0;2;2;57129,5;54129,5
172172;0;2;1;44153;34153
172173;0;2;1;50960,15;56960,15
172174;0;2;1;39351,91;33051,91
172175;48300;2;3;126145;75845
172236;0;2;1;36734,25;32234,25
172245;0;2;1;35521;33021
172246;0;2;2;68096,85;65596,85
172250;0;2;1;53903,7;54903,7
172254;0;2;2;92917,94;74917,94
172255;0;2;1;53185,46;43885,46
172257;9000;2;4;182497,5;165997,5
172315;0;2;1;48823,4;41323,4
172317;0;2;1;11736,95;11736,95
172319;0;2;4;198827,82;179327,82
172321;0;2;2;107256,35;83456,35
172322;0;2;2;106820,47;82320,47
172324;0;2;4;123742,5;118742,5
172384;0;2;2;51109,15;43609,15
172386;0;2;2;89206,88;98706,88
172387;0;2;4;151784,31;126984,31
172418;0;2;2;104778,82;73278,82
172520;0;2;4;107498,3;104998,3
172521;0;2;2;52770,35;50270,35
172525;0;2;1;49785,55;41285,55
172530;0;2;2;57376,5;54876,5
172598;0;2;4;191184,15;170684,15
172709;0;2;2;121903,45;81903,45
172800;0;2;1;47976,75;49476,75
172808;0;2;4;143355,5;133355,5
172810;0;2;1;35752,5;32752,5
172855;0;2;2;75982,95;73482,95
172862;0;2;2;60323,5;58323,5
172944;15000;2;4;115167,9;101367,9
172946;0;2;1;40465,6;37965,6
172947;0;2;3;103165,1;80165,1
172998;0;2;1;43406,85;40906,85
173001;0;2;2;47656,1;45156,1
173065;0;2;1;71782,2;64282,2
173070;0;2;4;135218,7;120218,7
181737;9600;1;4;125925,5;109325,5
181738;8700;1;3;130647,95;122447,95
181739;51632;1;1;210076,65;153444,65
181740;0;1;3;77195,53;72195,53
181741;0;1;2;82598,89;79598,89
181742;0;1;2;141507,5;138807,5
181743;13500;1;1;119605,5;101105,5
181744;0;1;2;168923;167123
181745;0;1;3;110356,33;95356,33
181746;25000;1;2;169445,15;893445,15
181747;13500;1;4;144044,87;127544,87
181748;0;1;1;69616,18;61616,18
181749;0;1;3;138093,01;128093,01
181750;0;1;2;68436,01;63436,01
181751;0;1;3;130457,7;126457,7
181752;0;1;1;91389,31;81389,31
181753;0;1;3;108821,06;107321,06
181754;0;1;4;246208,98;242208,98
181755;0;1;1;90175,19;85175,19
181756;0;1;2;100901,32;98901,32
181757;0;1;2;80825,9;78825,9
181758;0;1;2;177312,36;152312,36
181759;5700;1;1;63298,4;54598,4
181760;102000;1;4;206734,09;309734,09
181761;0;1;2;65372,4;64372,4
181762;0;1;2;124230,86;115730,86
181763;0;1;2;131221,47;129221,47
181764;0;1;4;153639,99;152939,99
181765;0;1;4;143501,18;141501,18
181766;75000;1;3;223750,76;144750,76
181767;0;1;3;138726,48;137226,48
181768;36000;1;3;174518;137518
181769;0;1;2;119473;117973
181770;0;1;3;96559;95559
181771;42000;1;2;163175,55;120175,55
181772;0;1;3;213613,45;163613,45
181773;21900;1;4;132310,59;93410,59
181774;0;1;3;54769,99;53769,99
181775;0;1;4;142246,39;138246,39
181776;0;1;1;185267,46;55267,46
181777;6600;1;3;107926,87;76326,87
181778;0;1;2;51134,42;43134,42
181779;0;1;3;61968,28;64968,28
181780;0;1;5;174853,16;145853,16
181781;102600;1;4;239841,73;112241,73
181782;0;1;1;40231,33;30231,33
181783;0;1;4;136994,96;116994,96
