ID;CREDPAY;MEST;CHLICO;DOXODSN;DENRAS
582520;0;1;3;84498,25;109348,25
582557;0;1;3;244264,5;240264,5
582563;135000;1;3;441888,88;270888,88
582566;0;1;1;52310,05;33310,05
582567;0;1;3;175701,89;95701,89
582610;0;1;2;143467,2;138467,2
582624;0;1;4;120084,09;119584,09
582662;0;1;1;30532,27;29532,27
582664;0;1;2;95866,54;89866,54
582673;0;1;1;44859,37;41859,37
582683;0;1;2;45875;35875
582689;21300;1;3;137126,01;115226,01
582690;0;1;1;60779,08;51779,08
582691;24860;1;3;108833,5;69973,5
582693;0;1;2;183890,11;98890,11
582695;0;1;3;170303,86;118303,86
582696;0;1;1;47655,64;46655,64
582697;0;1;3;148768,57;113768,57
582749;0;1;1;54515,39;63915,39
582757;0;1;2;131397,53;123697,53
582797;0;1;2;59979,7;57679,7
582805;0;1;2;106187,09;80187,09
582807;10200;1;1;72383,63;74671,63
582829;45000;1;2;153510,91;120510,91
582830;17167;1;2;97852,36;79185,36
582837;28377,3;1;4;260086,75;131709,45
582843;0;1;2;164340;152340
582848;0;1;1;45354,9;39354,9
582907;11685;1;3;80494,98;67309,98
583001;22500;1;2;141561,78;109061,78
583005;0;1;2;94707;93807
583006;0;1;2;108241,38;107391,38
583007;0;1;1;50545,77;48845,77
583018;0;1;1;37359,69;33359,69
583023;0;1;4;214287,31;209287,31
583191;0;1;1;35160,27;22160,27
581743;39840;2;2;211063,78;210723,78
581744;21000;2;3;141993,18;170893,18
581745;45000;2;2;173179,59;98179,59
581746;0;2;1;56488,1;53488,1
581747;0;2;2;85345,89;70345,89
581748;0;2;2;103681,3;93681,3
581749;0;2;1;70381,5;60381,5
581750;0;2;1;32369,5;30369,5
581751;0;2;1;63068,27;60068,27
581781;0;2;5;179183,16;175183,16
581782;0;2;4;72728,03;62728,03
581783;0;2;3;38005,4;28005,4
581784;15240;2;4;112428,72;87188,72
581785;32481;2;3;97352,69;63871,69
581786;0;2;3;69973,64;82973,64
581787;0;2;3;42172,84;40172,84
581788;17996,06;2;4;151951,24;126955,18
581789;0;2;1;44165,6;41165,6
581790;16000;2;1;46192,8;22192,8
581791;0;2;1;28874,01;20874,01
581792;0;2;3;74538;68538
581793;0;2;2;53206;52006
581812;0;2;1;30183,21;25183,21
581813;0;2;6;108826,06;96826,06
581814;15000;2;3;89456,61;91156,61
581815;0;2;1;47813,62;56013,62
581816;0;2;2;55399,17;55299,17
581817;0;2;2;81810,5;81710,5
581818;19700;2;5;225921,5;205721,5
581819;21493,44;2;3;69403,83;65910,39
581820;0;2;1;53850,52;28850,52
581821;0;2;1;38437,82;26437,82
581822;0;2;4;61707;59707
581823;7800;2;2;65397;56097
581824;0;2;1;22094;27294
581825;0;2;1;34217;33417
581826;0;2;1;37080;36180
581827;0;2;1;72904,41;71904,41
581828;0;2;3;53559,14;51559,14
581829;0;2;1;37311,59;36311,59
581830;13500;2;4;118288,51;86788,51
581831;13500;2;1;58031,15;44431,15
581832;0;2;1;38029,5;36029,5
581833;0;2;1;74922,25;64922,25
581881;0;2;4;98794,1;83794,1
581883;0;2;1;30760,46;28760,46
581885;0;2;2;77278,93;61278,93
581886;0;2;2;128628,49;98628,49
581888;0;2;1;37619,1;29619,1
581889;0;2;1;33152;25152
581890;0;2;1;32803,5;32703,5
581891;2500;2;3;119690,6;117090,6
581892;0;2;2;82997,35;80997,35
581893;14500;2;1;64673;46173
581894;0;2;2;127732,54;117732,54
581895;0;2;1;154681,48;114681,48
581941;0;2;1;43861,66;39361,66
581942;0;2;1;22425,05;15425,05
581943;0;2;2;50388,23;47388,23
581945;10800;2;2;86392,04;105592,04
581946;0;2;2;51325,95;39325,95
581947;0;2;2;52639,06;40639,06
581949;0;2;1;34680;28680
581950;0;2;1;28402;27702
581951;6552;2;3;63004;56152
581952;0;2;4;82380,49;82080,49
581953;0;2;2;62912,95;48912,95
581954;0;2;2;152057,88;122057,88
581955;0;2;2;147375,27;102375,27
581957;0;2;2;72112,28;70112,28
581958;24000;2;4;147161,14;122161,14
581959;0;2;2;96050;95950
581961;0;2;2;80333,76;50333,76
581962;6000;2;1;25224;13224
581963;14600;2;1;125294,35;106694,35
581964;0;2;3;114279;98279
582007;0;2;1;53249,5;38249,5
582008;0;2;3;56446,22;51946,22
582009;19000;2;2;82880,53;58180,53
582010;0;2;2;58423,51;94923,51
582011;0;2;2;27664,1;26664,1
582012;0;2;1;49969,93;45969,93
582013;0;2;4;126937,89;126737,89
582014;1568;2;3;96291,39;93723,39
582015;0;2;2;66933,69;51933,69
582017;4310;2;1;36298,47;29988,47
582018;0;2;1;55280,5;35280,5
582019;0;2;2;84137;82137
582022;0;2;2;70737,5;67737,5
582023;0;2;1;54396,13;51396,13
582025;0;2;1;44748,5;43248,5
582026;0;2;1;44433,55;41433,55
582027;0;2;3;196768;188768
582028;0;2;1;56830,55;54830,55
582074;0;2;2;56909,52;63909,52
582103;0;2;3;60976,91;48976,91
582105;0;2;4;65116,66;63116,66
582111;0;2;1;54601,36;58401,36
582113;0;2;3;110579,91;85579,91
582114;0;2;3;61552;59552
582117;0;2;2;52607,5;50607,5
582118;0;2;1;35339,57;30339,57
582121;0;2;1;42218,41;34218,41
582123;0;2;2;100169,57;79169,57
582127;0;2;2;71412;64412
582128;0;2;1;44400,47;43400,47
582132;21000;2;1;36599,61;26549,61
582138;4000;2;2;120744;115744
582140;0;2;1;38568,5;28568,5
582141;248000;2;4;255453,42;838453,42
582142;36150;2;4;160731,1;654581,1
582143;0;2;1;52185,42;51185,42
582193;0;2;3;76392,16;69392,16
582201;0;2;2;50524,47;40524,47
582203;0;2;2;78103,5;62103,5
582205;0;2;2;117601;67601
582209;0;2;2;95799,39;60799,39
582210;0;2;3;100038,17;99838,17
582261;0;2;5;120098;75098
582265;0;2;1;50821,43;48821,43
582266;75000;2;3;228731,21;138731,21
582299;0;2;4;49713,06;47213,06
582301;0;2;3;53721,05;49721,05
582304;1600;2;3;65014,66;62414,66
582306;0;2;1;82473;82473
582308;15000;2;2;80345,5;56345,5
582310;0;2;1;22202,5;24902,5
582358;2800;2;4;89514,81;96714,81
582361;30000;2;3;165696;129696
582368;0;2;2;45126;44956
582371;0;2;1;46960,32;46860,32
582394;0;2;1;30462,2;24462,2
582399;10200;2;1;42394,41;26194,41
582400;27900;2;1;68672,88;35772,88
582401;0;2;1;29863,88;23863,88
582403;7530;2;1;79329,05;63799,05
582404;0;2;2;51927,6;36927,6
582406;0;2;2;93122,5;96522,5
582408;6000;2;2;72668,5;64068,5
582410;0;2;2;121519,3;91519,3
582411;0;2;3;99345,45;99045,45
582414;0;2;1;42894;41894
582415;14100;2;3;275537,57;246437,57
582460;60000;2;4;130217,95;85217,95
582463;0;2;1;65134,36;50134,36
582467;0;2;1;16399,69;12399,69
582468;0;2;2;70091,12;57091,12
582471;0;2;2;141692,5;290392,5
582475;0;2;1;70798,2;68298,2
582478;0;2;6;247673,77;270573,77
582499;4000;2;3;47270,52;41270,52
582524;0;2;2;79940,59;54940,59
582536;0;2;1;24771,9;22771,9
582538;0;2;2;101689,36;81539,36
582541;0;2;1;37613,5;36113,5
582584;0;2;3;70952,7;60952,7
582587;0;2;3;89628,15;79628,15
582601;0;2;2;67919,5;67819,5
582603;18000;2;3;140643,01;82643,01
582604;6000;2;3;152295,75;121295,75
582641;0;2;1;37901,83;32901,83
582644;0;2;3;192577,5;187577,5
582648;6987;2;5;157314,16;147327,16
582650;0;2;2;70995,01;63495,01
582656;18000;2;3;182415,8;144415,8
582717;0;2;1;56391,81;49891,81
582762;0;2;2;50297,99;38297,99
582764;0;2;2;44436,72;24436,72
582767;0;2;4;231805;161805
582769;15000;2;3;120639,5;85639,5
582776;0;2;2;95060,8;90060,8
582817;0;2;2;64821,54;56821,54
582854;0;2;1;43730,83;38730,83
582878;0;2;1;116150;104150
582883;0;2;2;85376,34;101276,34
601737;0;1;1;55282,85;53782,85
601738;0;1;1;66827,16;64827,16
601739;0;1;2;103757,78;100757,78
601740;0;1;2;96024,62;90024,62
601741;0;1;1;51142,85;50142,85
601742;0;1;2;77736;75236
601743;0;1;4;138386,5;135886,5
601744;31500;1;4;161547;127547
601745;0;1;3;87902,5;85402,5
601746;0;1;1;55774;53274
601747;0;1;4;92472,5;89972,5
601748;0;1;2;107304;104804
601749;0;1;2;117140,5;114640,5
601750;0;1;1;45335,5;42835,5
601751;0;1;3;118110,26;115610,26
601752;0;1;1;92443,98;89943,98
601753;0;1;3;83806,38;81306,38
601754;0;1;1;52617,17;50117,17
601755;0;1;1;89882,5;87382,5
601756;0;1;4;122397;119897
601757;0;1;1;88945;86445
601758;0;1;4;91297;88797
601759;54000;1;3;129053;72553
601760;0;1;2;114774;102274
601761;0;1;2;83196;81696
601762;0;1;2;61471,5;59471,5
601763;0;1;2;65437;62937
601764;0;1;2;62870,5;60370,5
601765;5000;1;2;118116,5;110616,5
601766;0;1;4;137876;135376
601767;-7500;1;2;73194,5;65694,5
601768;0;1;2;64144;51644
601769;0;1;3;95471,5;82971,5
601770;0;1;3;118130;108130
601771;0;1;1;31959;29959
601772;0;1;3;114839,23;110339,23
601773;24000;1;4;309856,7;278356,7
601774;0;1;1;43305,5;35805,5
601775;0;1;5;99076,67;91576,67
601776;0;1;1;32938,07;30438,07
601777;18000;1;3;119843,31;99843,31
601778;0;1;4;101890,97;99390,97
601779;0;1;1;42214,5;41964,5
601780;0;1;1;48654;46654
601781;0;1;3;80157;67657
601782;0;1;1;42179,5;40179,5
601783;0;1;2;65436;47936
601784;0;1;2;44551,5;39551,5
601785;0;1;2;65886,5;65586,5
601786;0;1;2;53762;53412
601787;0;1;1;50923,5;48423,5
601788;0;1;3;169341,5;166841,5
601789;0;1;4;275567,65;268067,65
601790;0;1;2;60737,36;43237,36
601791;0;1;1;64890,36;62390,36
601792;0;1;2;48279,21;38279,21
601793;0;1;1;42553,5;40053,5
601794;0;1;2;52526,5;50026,5
601795;0;1;1;34944,5;32444,5
601796;0;1;2;63921;61421
601797;0;1;2;61566;55566
601798;0;1;3;101745;93745
601799;0;1;1;70251,5;63251,5
601800;0;1;3;196720;158720
601801;0;1;2;31189,25;28689,25
601802;0;1;3;30796;28296
601803;0;1;3;39027,5;36527,5
601847;0;1;1;51894,32;48894,32
601848;0;1;1;48144,65;45144,65
601849;0;1;3;91893,93;90893,93
601850;0;1;1;67860,95;66360,95
601851;0;1;6;148106,5;145606,5
601852;0;1;5;139214;136714
601854;0;1;1;56475;48975
601855;0;1;1;55547,5;60547,5
601856;0;1;1;68484;66984
601857;0;1;3;120497;117997
601858;0;1;2;89999;87499
601859;0;1;4;92200,5;89700,5
601860;0;1;1;119053;116553
601861;0;1;2;116329,81;113829,81
601862;0;1;2;88236,46;85736,46
601863;0;1;3;94619,17;92119,17
601866;0;1;1;89579;87079
601867;0;1;3;116075,25;113575,25
601868;0;1;2;82582,5;80082,5
601869;0;1;2;144121,25;141621,25
601870;0;1;2;104957;97457
601871;16800;1;4;129808,5;178008,5
601872;0;1;1;113380;85880
601873;18000;1;4;115516,5;96516,5
601874;0;1;2;60422;58422
601875;0;1;2;118538;117038
601876;0;1;4;118723;116923
601877;0;1;2;43744;40744
601879;0;1;2;50784;48284
601880;0;1;2;60404,5;57904,5
601881;0;1;2;59982;52482
601882;0;1;4;104408;96908
601883;0;1;2;74273,5;61773,5
601884;0;1;2;85737,5;83237,5
601886;0;1;4;100956,5;88456,5
601887;0;1;1;45920,5;38420,5
601889;0;1;2;66405,85;63905,85
601890;0;1;1;61011;59511
601891;0;1;2;53736,5;51236,5
601892;0;1;1;38022,3;35522,3
601893;0;1;1;29359,9;28559,9
601894;0;1;1;36157,46;33657,46
601895;0;1;2;99927,92;92427,92
601896;9840;1;1;96591,96;74251,96
601897;0;1;2;36713,19;34213,19
601898;0;1;1;39363,96;36863,96
601899;0;1;2;36579,52;34079,52
601900;0;1;3;86294,23;83794,23
601901;0;1;2;41141,98;40341,98
601902;0;1;1;88679,53;85679,53
601903;0;1;1;39171,5;36671,5
601904;0;1;2;85386;85086
601905;0;1;2;73350,5;71350,5
601907;0;1;1;66199,5;61199,5
601908;0;1;2;57391,5;49891,5
601909;0;1;2;62421,1;59421,1
601910;0;1;2;69247;66747
601911;0;1;4;154614,29;152114,29
601912;6000;1;2;74946,58;66446,58
601913;0;1;2;46178,54;28678,54
601914;0;1;2;47575,26;40075,26
601915;0;1;2;74279,05;61779,05
601916;0;1;2;75946,89;63446,89
601917;0;1;2;53204;50704
601918;0;1;3;66359;63859
601921;0;1;4;152935;140935
601922;0;1;3;152588,5;142588,5
601923;0;1;3;117610;110610
601924;0;1;1;57983;50983
601925;0;1;1;18861,96;16361,96
601926;0;1;3;63499;50999
601927;0;1;1;23448,5;20948,5
601928;0;1;1;26849;24349
601929;0;1;3;57102,3;49602,3
601930;0;1;1;35223;32723
601966;0;1;3;86771,18;81771,18
601967;0;1;1;52654,91;47654,91
601968;0;1;1;61321,73;58321,73
601969;0;1;2;96474,42;91474,42
601970;0;1;2;70376,58;68376,58
601971;0;1;1;61870,75;60370,75
601972;0;1;2;110971,5;108971,5
601973;0;1;1;44354,34;41354,34
601974;0;1;1;72443,75;71943,75
601975;0;1;1;41193,15;39693,15
601976;0;1;3;153335,25;152335,25
601977;0;1;2;135596;133096
601978;0;1;1;43012,5;40512,5
601979;0;1;1;39942,5;37442,5
601980;0;1;2;49093,5;46593,5
601981;0;1;1;93967,58;88967,58
601982;0;1;2;97866,75;96866,75
601983;0;1;1;48676,5;46076,5
601984;0;1;3;269714,45;268214,45
601987;0;1;3;135744,5;133244,5
601988;0;1;1;41500,5;39000,5
601989;0;1;2;103333;100833
601990;0;1;1;82680;80180
601991;0;1;2;119422;116922
601992;0;1;3;126980;124480
601993;0;1;1;60001,5;47501,5
601994;0;1;1;89843,5;84843,5
601996;0;1;1;39268;36768
601997;0;1;1;57249;54749
601998;0;1;2;134860,5;132360,5
602000;0;1;1;56199,83;53699,83
602001;0;1;4;126960,45;99460,45
602002;0;1;3;126636,07;123136,07
602003;0;1;1;63108,56;61108,56
602005;0;1;4;109638,52;107138,52
602006;0;1;2;130007,31;112507,31
602007;0;1;3;90720,79;83220,79
602008;0;1;1;91268;88768
602009;0;1;1;84393,5;81893,5
602010;6000;1;2;84746;76246
602011;4500;1;3;94816;87816
602012;52500;1;2;168880;113880
602013;400000;1;4;837664;2225164
602014;0;1;2;104240,5;101740,5
602015;0;1;1;61591,5;60591,5
602016;13800;1;3;151775,5;135975,5
602017;0;1;1;69825;68325
602018;0;1;3;90900,5;89900,5
602019;0;1;2;78535;71035
602021;0;1;1;40116,5;50116,5
602022;0;1;1;60558,5;38058,5
602023;0;1;3;96445;93945
602024;0;1;1;57195;49695
602026;4500;1;2;72568;60568
602027;0;1;1;53177,5;51177,5
602028;0;1;4;157519,2;150019,2
602029;0;1;2;85409,15;73409,15
602030;0;1;4;139235;119235
602031;0;1;1;36980,35;36180,35
602033;0;1;2;39629,22;32129,22
602034;0;1;4;149569,01;147069,01
602036;0;1;6;135117,49;132617,49
602037;0;1;5;78270,58;75770,58
602038;0;1;3;75264,08;72764,08
602039;0;1;3;74584,5;72084,5
602040;0;1;3;104110,5;101610,5
602041;0;1;1;62418,5;61618,5
602042;0;1;1;58064;40564
602044;0;1;1;34384,68;31884,68
602045;0;1;4;101968,5;99468,5
602047;0;1;1;92262,02;89762,02
602048;0;1;3;281127,5;268627,5
602049;12000;1;2;87273,48;62773,48
602050;31200;1;3;220708,42;167008,42
602051;0;1;4;102450,44;89950,44
602052;0;1;2;89064,52;61564,52
602054;0;1;1;26419;23919
602056;0;1;1;26901;24401
602057;0;1;2;77804;75304
602058;0;1;2;99092;95092
602059;0;1;2;88293;81293
602060;0;1;4;167391,5;149391,5
602062;0;1;2;29296,5;26796,5
602063;0;1;1;20510,5;18010,5
602067;40500;1;2;158831,14;115831,14
602068;0;1;1;33270;30770
602070;0;1;1;30262,5;27762,5
602071;0;1;1;91920,5;81920,5
602072;0;1;3;141745,5;131745,5
602073;0;1;1;90990;78990
602074;0;1;3;105320,5;97320,5
602075;0;1;3;127506;119506
602076;0;1;2;24115,25;21615,25
602077;0;1;1;23515,5;21015,5
602078;0;1;2;28683;26183
602119;0;1;2;81061,37;76061,37
602120;0;1;1;62191,15;61191,15
602121;0;1;1;61464,31;56464,31
602122;0;1;4;162953;147953
602123;0;1;1;53278,92;51828,92
602124;0;1;3;172379,5;169879,5
602126;0;1;3;88844;86344
602127;0;1;4;120294,5;117794,5
602128;0;1;1;76543,5;74043,5
602129;0;1;2;88512,5;86012,5
602130;0;1;1;139145;136645
602132;0;1;2;65292;57792
602133;27000;1;3;72385,5;47885,5
602135;0;1;3;117776;115276
602136;0;1;1;61664;59164
602137;0;1;6;126349;123849
602139;0;1;2;104108,5;101608,5
602140;0;1;2;94062,28;91562,28
602141;0;1;3;103572,89;101072,89
602142;0;1;3;105927,2;103427,2
602143;0;1;2;70171;67671
602144;0;1;3;81927;79427
602145;0;1;2;63015;60515
602146;2180;1;2;96528,25;91848,25
602147;0;1;3;106070,5;103570,5
602148;0;1;3;83181,5;80681,5
602149;0;1;1;97494,7;89994,7
602151;0;1;1;166470,5;143970,5
602152;7500;1;2;141316,5;132316,5
602153;12600;1;2;120476,5;105876,5
602154;0;1;1;62674,5;45174,5
602155;0;1;1;59874;57374
602156;0;1;1;46344,5;43844,5
602157;0;1;1;45922;43422
602159;0;1;3;95352,5;87852,5
602160;8000;1;2;73603,5;63103,5
602162;0;1;1;35747,79;34747,79
602165;0;1;1;37682,78;35182,78
602166;0;1;1;37269,05;34769,05
602167;0;1;1;40790,03;38290,03
602169;0;1;1;55781;48281
602170;0;1;1;70495,5;62995,5
602172;0;1;2;49704,5;42204,5
602173;0;1;1;34020,5;31520,5
602174;0;1;3;94793,6;91293,6
602176;46700;1;3;139578,1;85378,1
602177;0;1;3;181319,78;168819,78
602181;0;1;3;81116,99;73616,99
602182;0;1;2;52824,7;45324,7
602183;0;1;1;28791,59;26291,59
602186;16596;1;2;125070,61;105974,61
602187;0;1;2;77836;77666
602188;0;1;1;32200;32000
602190;0;1;1;45756,5;44256,5
602191;0;1;2;88858;91358
602192;0;1;1;55440;52940
602193;0;1;3;117335;114835
602194;0;1;2;79138,93;76638,93
602195;0;1;2;167890,11;165390,11
602198;0;1;2;57972,5;55472,5
602199;0;1;2;158507,5;146007,5
602202;0;1;3;91685;89685
602203;0;1;4;144497;142497
602204;0;1;1;49310,5;46810,5
602205;0;1;6;93330,5;103330,5
602206;0;1;1;41122,5;38622,5
602207;0;1;1;53478,5;50978,5
602208;-2500;1;1;37046;34546
602209;9000;1;2;83633,5;67133,5
602212;0;1;3;90562;90132
602213;0;1;2;47690,5;45190,5
602214;0;1;1;98138,5;97388,5
602215;0;1;4;77660,5;75160,5
602216;0;1;1;57117,5;56117,5
602217;0;1;2;42083;37083
602218;0;1;1;42108,5;41108,5
602219;0;1;1;37825;35825
602221;0;1;1;33613;32613
602222;0;1;2;81728,5;79228,5
602223;0;1;3;106746,18;104246,18
602224;0;1;3;111500,5;99000,5
602225;0;1;3;146423,5;138923,5
602226;0;1;2;132094;129594
602227;0;1;1;87937,97;90437,97
602228;0;1;2;62715,93;55215,93
602229;0;1;2;67267,89;59767,89
602231;0;1;2;99126,19;91626,19
602232;0;1;1;44038,5;41538,5
602234;0;1;2;48103;45603
602235;0;1;2;81691,5;75691,5
602236;0;1;2;92250;84250
602238;0;1;1;72417;67417
602286;0;1;3;63702;60702
602287;0;1;4;161478,5;158978,5
602288;0;1;3;89421,2;86921,2
602289;0;1;2;57283,5;49783,5
602290;0;1;2;132004,5;119504,5
602291;0;1;4;176258,15;148758,15
602292;18000;1;3;220111,69;194611,69
602293;0;1;2;94383,87;86883,87
602294;0;1;2;58303,5;55803,5
602295;0;1;2;67070;64570
602299;0;1;2;37616,5;35116,5
602300;0;1;2;28331,5;25831,5
602319;0;1;1;54127,03;53127,03
602320;0;1;1;62843,14;57843,14
602323;0;1;2;99783,5;97283,5
602324;0;1;2;93096;90596
602326;0;1;1;74185;71685
602330;0;1;1;76820;74320
602331;0;1;1;49714;42214
602332;0;1;1;49170;46670
602333;0;1;2;66282;53782
602334;0;1;2;102366,5;57366,5
602337;0;1;1;37079;34579
602358;0;1;1;41608;39108
602362;0;1;1;59309;56809
602364;0;1;2;97275,5;94775,5
602366;0;1;5;162050,5;142050,5
602368;0;1;4;161169;144169
602384;300;1;2;24690,5;21890,5
602388;0;1;4;96952,92;94052,92
602389;0;1;1;25763,22;23263,22
602390;0;1;1;24790,87;22290,87
602391;0;1;2;61362,49;58862,49
602393;0;1;4;71905,9;69405,9
602394;0;1;1;30094,81;29094,81
602395;0;1;4;106576,47;104076,47
602397;0;1;2;86402;83902
602398;0;1;3;144245;141745
602399;0;1;3;77583,5;70083,5
602409;0;1;3;112836,3;107836,3
602410;0;1;3;81186,56;79686,56
602411;0;1;2;74665,18;72365,18
602415;0;1;1;67137,5;64637,5
602421;0;1;4;116495;113995
602423;0;1;2;88495,5;85995,5
602424;0;1;2;76835,32;64335,32
602426;0;1;5;120985,82;93485,82
602427;0;1;3;134796,19;127296,19
602431;0;1;2;143561,5;131061,5
602432;0;1;3;151317;123817
602434;3200;1;1;90290;84590
602436;10000;1;3;85980,5;73480,5
602437;18000;1;3;168598,5;148598,5
602438;72000;1;4;210367;136367
602439;0;1;2;78629;77629
602440;0;1;3;106944,5;104144,5
602441;-2500;1;2;83002,5;83002,5
602443;0;1;1;53206,5;68206,5
602448;0;1;3;103317,95;100817,95
602449;0;1;2;88265,1;85765,1
602451;0;1;2;74876,5;72376,5
602455;0;1;4;106022,7;88522,7
602457;0;1;5;110339;97839
602460;0;1;1;37642,73;35142,73
602482;0;1;2;93261,97;90761,97
602483;0;1;1;29436,42;26936,42
602486;0;1;1;43795,5;41295,5
602489;0;1;2;85713,5;83213,5
602490;0;1;1;30993,5;28493,5
602491;0;1;2;97300,5;94800,5
602492;0;1;4;140221,5;138721,5
602497;0;1;1;36758;34258
602499;0;1;1;36593,5;34093,5
602502;0;1;1;68973,5;63973,5
602516;0;1;1;22720,15;20220,15
602517;0;1;1;23284,46;20784,46
602518;0;1;1;26456,5;23956,5
602537;0;1;2;87490,3;77490,3
602538;0;1;2;102434,9;97434,9
602540;0;1;2;109973,82;106973,82
602543;0;1;1;62143,44;59643,44
602544;0;1;2;120612,93;118112,93
602548;0;1;1;68813;66313
602550;0;1;3;86868,5;79368,5
602551;0;1;3;126695,5;123195,5
602554;0;1;1;66720,5;59220,5
602555;0;1;2;68176;66676
602561;0;1;2;37891,8;30391,8
602565;0;1;3;93023,05;90523,05
602566;0;1;2;49947,01;47447,01
602567;0;1;2;35242,01;34042,01
602568;0;1;3;134795,5;134425,5
602569;0;1;2;95248;92748
602572;0;1;3;138243,5;135743,5
602576;0;1;2;50817;50017
602577;0;1;2;77093,5;69593,5
602580;0;1;1;67128;64628
602582;0;1;1;33296,85;30796,85
602586;0;1;2;40208,34;32708,34
602587;0;1;1;24815,17;22315,17
602588;0;1;3;71490,83;68990,83
602590;16500;1;3;120566,4;101566,4
602591;0;1;3;77828,5;75328,5
602592;0;1;3;84985;84185
602594;0;1;2;80354;77854
602596;0;1;2;39216,5;38516,5
602599;0;1;3;79866;72366
602604;0;1;1;84336,1;81936,1
602605;0;1;4;170705,35;169705,35
602606;0;1;1;41624,5;39124,5
602607;0;1;4;140488;137988
602609;0;1;2;102348,5;99848,5
602613;0;1;1;72912;70412
602614;0;1;2;71555,08;69055,08
602615;0;1;2;56339;53839
602616;0;1;1;42641;40141
602619;0;1;2;79209;76709
602624;0;1;1;91119,17;88619,17
602626;0;1;2;83914;81414
602627;0;1;2;60416;57916
602631;87000;1;1;178134,5;88634,5
602632;0;1;1;76343,5;73843,5
602634;43500;1;4;134402,5;88402,5
602636;0;1;2;76268;74268
602638;0;1;1;100713,5;97713,5
602639;45000;1;3;146126;99126
602641;0;1;2;70852,5;63352,5
602645;0;1;2;51734;44234
602665;8400;1;2;100046,6;84146,6
602666;0;1;3;57753,8;55253,8
602668;0;1;3;164518,94;122018,94
602673;0;1;1;36284;33784
602674;0;1;1;49528;47028
602679;0;1;2;25821,5;23321,5
602680;0;1;3;42246,5;39746,5
602744;0;1;1;49681;47181
602747;0;1;3;83599,5;82599,5
602750;0;1;3;266006,23;263506,23
602752;0;1;1;75260,22;67760,22
602759;0;1;2;32452,5;29952,5
602769;0;1;4;155918,59;133418,59
602770;0;1;1;63002,85;60502,85
602775;93000;1;3;133531;90031
602778;0;1;2;147710;112710
602781;0;1;2;76652,5;74152,5
602786;0;1;2;65560,5;58060,5
602789;0;1;1;50621,5;38121,5
602790;0;1;1;56072,5;43572,5
602791;0;1;1;45975,5;38475,5
602797;8100;1;4;199986,47;184386,47
602800;0;1;1;28833,11;26333,11
602803;0;1;1;68012,5;67232,5
602805;0;1;2;41998,5;39498,5
602808;0;1;1;70736,16;65736,16
602810;0;1;5;151032,25;150532,25
602811;0;1;2;89582,5;87082,5
602814;0;1;2;71349;66849
602816;0;1;1;56606,5;54106,5
602824;0;1;1;40360,26;37860,26
602859;0;1;3;132071,52;109571,52
602863;0;1;2;64518;62018
602868;0;1;3;117150;111150
602869;0;1;3;124965,5;116965,5
602872;0;1;2;145518,5;133518,5
602874;0;1;2;25903;23403
602876;0;1;2;24553,8;22053,8
602877;0;1;1;24174,5;21674,5
602881;0;1;2;35922;31422
602886;0;1;2;66690;66420
602890;0;1;1;31263;28763
602897;0;1;2;111748;109248
602898;0;1;3;174964,54;172464,54
602900;2940;1;1;57838,5;52398,5
602901;6000;1;1;85280;76780
602902;0;1;1;80129,5;77629,5
602903;0;1;4;133094;130594
602907;0;1;2;94033;91533
602908;0;1;1;53534;41034
602909;0;1;3;121592,45;99092,45
602915;0;1;2;55478;47978
602917;0;1;3;70462,5;67962,5
602919;0;1;2;75753;68253
602928;0;1;4;181860,5;179360,5
602933;0;1;1;38185,5;35685,5
602934;0;1;1;54872;52372
602936;0;1;1;100580,4;98080,4
602939;0;1;1;72915,5;70415,5
602941;0;1;3;75220;72720
602969;0;1;1;50808,31;47808,31
602972;0;1;1;77236,73;74236,73
602979;0;1;2;132760,25;131460,25
602980;0;1;2;84871,55;81871,55
602982;0;1;2;104116;101616
602985;0;1;1;77774;65274
602992;0;1;3;134437,76;106937,76
603002;0;1;3;120768,5;113268,5
603005;9000;1;3;146514;120014
603006;0;1;1;65776,5;63776,5
603008;0;1;2;71683,5;68183,5
603013;0;1;4;149612,7;148612,7
603016;0;1;1;35605,5;33105,5
603021;0;1;2;45178;43178
603022;0;1;1;62173;54173
603028;0;1;5;150311,5;147811,5
603032;0;1;3;133336,58;130836,58
603036;0;1;2;77775,5;75275,5
603041;0;1;1;67224;62224
603043;0;1;2;120305,5;110305,5
603044;0;1;5;193403,5;178403,5
603048;0;1;3;43313;35813
603060;0;1;1;76503,24;74003,24
603061;0;1;3;92445,75;90945,75
603065;0;1;3;123089,5;115589,5
603067;0;1;1;56522;49022
603077;0;1;3;86346;83846
603078;0;1;3;70732;68232
603090;0;1;2;26602,5;24102,5
603139;0;1;3;148631;146131
603141;0;1;1;44805,5;54805,5
603144;0;1;2;70372,75;62872,75
603147;0;1;2;77214,5;70214,5
603156;0;1;2;59386;57386
603157;0;1;1;79884,5;79384,5
603159;0;1;3;67137;66137
603168;0;1;3;121889,8;109389,8
603172;0;1;1;64959;62459
603191;0;1;4;126770,25;109270,25
603201;0;1;2;100262,5;99262,5
603204;0;1;2;121174,6;119674,6
603223;0;1;2;113140,25;110640,25
603234;0;1;2;53880,5;46380,5
603236;0;1;2;37281,9;29781,9
603249;0;1;4;652804;585304
603254;0;1;1;53952;52452
